vehicle,arm,episode,Sharpe,Martin,MaxDD,Turnover/yr,TrackRMSE,group,Return,peak,trough,react_day,DD_before_reaction,days_peak_to_trough,w_at_peak,panel
P0 MKT,incumbent,D_recent_2025plus,0.6196015458565328,,-0.07297460621852914,,,calm_controls,0.15497194002973536,2025-02-19,2025-03-14,2025-03-14,-0.07297460621852914,18.0,0.7565083526360216,P0
P0 MKT,C_85,FULL,0.5923055319152174,1.249281111324534,-0.2772343286021711,3.260791488312062,0.01770508202435584,,,,,,,,,P0
P0 MKT,C_85,E_bear_2018q4,-1.8044474006176678,,-0.06412940643309273,,,modern_folds,-0.041092800894169446,2018-09-20,2018-10-11,2018-10-11,-0.06412940643309273,16.0,1.0,P0
P0 MKT,C_85,X_2020_covid,1.2025227830698837,,-0.07058874852422126,,,modern_folds,0.09487602358626468,2020-02-19,2020-02-28,2020-02-26,-0.055010274679961224,8.0,0.8481193328227359,P0
P0 MKT,C_85,B_bear_2022,-2.1731441987937425,,-0.059300107292978854,,,modern_folds,-0.04528760245287555,2022-01-03,2022-08-24,2022-01-20,-0.040377150737439416,162.0,0.5269325647070318,P0
P0 MKT,C_85,E1973_oil_bear,-1.9051923083122186,,-0.11095526390289712,,,market_factor_A0_calendar,-0.012910357176352916,1973-01-11,1973-11-07,1973-03-23,-0.10644209381648395,209.0,1.0,P0
P0 MKT,C_85,E1987_crash,-0.5275445592032071,,-0.053114458234513995,,,market_factor_A0_calendar,0.009589167428436296,1987-08-25,1987-10-13,1987-09-21,-0.04365450153702366,35.0,0.7087696076262086,P0
P0 MKT,C_85,E1990_recession,0.04570194449583074,,-0.040216161551961616,,,market_factor_A0_calendar,0.0611192905574347,1990-07-16,1990-07-27,,-0.040216161551961616,10.0,0.953044882623601,P0
P0 MKT,C_85,E1997_asia,0.42831193941984147,,-0.06396578198217451,,,market_factor_A0_calendar,0.0540097856147328,1997-10-07,1997-10-27,,-0.06396578198217451,15.0,0.7957997377552427,P0
P0 MKT,C_85,E1998_ltcm,0.08320175787292534,,-0.07200136380455546,,,market_factor_A0_calendar,0.025441722584003124,1998-07-17,1998-08-05,1998-08-05,-0.07200136380455546,14.0,0.7356449324429927,P0
P0 MKT,C_85,E2000_02_dotcom,-0.6550356751365843,,-0.03010624145117835,,,market_factor_A0_calendar,0.0818543445725628,2000-07-03,2000-07-27,2000-07-07,-0.006800686721731286,18.0,0.42455999175653913,P0
P0 MKT,C_85,E2007_09_gfc,-0.34846194914702733,,-0.08198471952455,,,market_factor_A0_calendar,-0.006957646722915989,2007-10-09,2008-01-22,,-0.08198471952455,72.0,0.5979782737903084,P0
P0 MKT,C_85,E2011_eu_us,-0.8839487239387469,,-0.09806784417396897,,,market_factor_A0_calendar,-0.061442886846515776,2011-05-02,2011-10-03,2011-08-05,-0.07337835464388631,108.0,0.7895826036825456,P0
P0 MKT,C_85,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,C_85,K1995_99_bull,1.0568938749634242,,-0.09688972852780708,,,calm_controls,0.9747632186512609,1999-07-16,1999-10-15,1999-08-10,-0.058818268863724876,65.0,0.6463854748877794,P0
P0 MKT,C_85,K2013_14_bull,1.246266596226657,,-0.047914669554247724,,,calm_controls,0.2367474375797256,2014-01-22,2014-02-03,,-0.047914669554247724,9.0,0.9983295779715031,P0
P0 MKT,C_85,A_bull_2021,1.1397031373436202,,-0.046710238407542626,,,calm_controls,0.11068963095159523,2021-09-02,2021-10-04,,-0.046710238407542626,22.0,1.0,P0
P0 MKT,C_85,D_recent_2025plus,0.55216702084173,,-0.07500132869639597,,,calm_controls,0.14109568068532852,2026-01-12,2026-03-30,,-0.07500132869639597,54.0,0.9612647846374331,P0
P0 MKT,C_80,FULL,0.5800743252409719,1.275898108430856,-0.2686541723580572,3.995367696393741,0.017858623791437066,,,,,,,,,P0
P0 MKT,C_80,E_bear_2018q4,-1.830318006712279,,-0.06311395637374584,,,modern_folds,-0.04082024216513791,2018-09-20,2018-10-11,2018-10-11,-0.06311395637374584,16.0,1.0,P0
P0 MKT,C_80,X_2020_covid,1.1333402005347795,,-0.07092883719876808,,,modern_folds,0.08910525987476148,2020-02-19,2020-02-28,2020-02-25,-0.05554722233284792,8.0,0.7868473900150067,P0
P0 MKT,C_80,B_bear_2022,-2.105029218282248,,-0.05770062606975357,,,modern_folds,-0.04312759075744832,2022-01-03,2022-08-24,2022-01-20,-0.03874549462620469,162.0,0.6166058147529548,P0
P0 MKT,C_80,E1973_oil_bear,-1.9680079558981813,,-0.11249063063161047,,,market_factor_A0_calendar,-0.014615045966820173,1973-01-11,1973-11-07,1973-03-23,-0.11059320509497184,209.0,1.0,P0
P0 MKT,C_80,E1987_crash,-0.5038584117446043,,-0.04925917021457238,,,market_factor_A0_calendar,0.010594398894357537,1987-08-25,1987-10-13,1987-09-21,-0.04203110398219312,35.0,0.7371581333240672,P0
P0 MKT,C_80,E1990_recession,0.033499366243593426,,-0.0378460425791356,,,market_factor_A0_calendar,0.06052030091316407,1990-07-16,1990-07-27,,-0.0378460425791356,10.0,0.8967460535258945,P0
P0 MKT,C_80,E1997_asia,0.4409881119904441,,-0.06120058540592843,,,market_factor_A0_calendar,0.054341769221306846,1997-10-07,1997-10-27,,-0.06120058540592843,15.0,0.740095990625788,P0
P0 MKT,C_80,E1998_ltcm,0.23464191148233907,,-0.06677443440066244,,,market_factor_A0_calendar,0.03089765772645392,1998-07-17,1998-08-05,1998-08-05,-0.06677443440066244,14.0,0.8537673994712349,P0
P0 MKT,C_80,E2000_02_dotcom,-0.7069642805313677,,-0.030106241451178684,,,market_factor_A0_calendar,0.07938270769085554,2000-07-03,2000-07-27,2000-07-07,-0.006800686721731397,18.0,0.42455999175653913,P0
P0 MKT,C_80,E2007_09_gfc,-0.3340916275218741,,-0.07906323740822196,,,market_factor_A0_calendar,-0.005074307147918011,2007-10-09,2008-01-22,,-0.07906323740822196,72.0,0.6139776556004788,P0
P0 MKT,C_80,E2011_eu_us,-0.9164645640687664,,-0.10379376229580162,,,market_factor_A0_calendar,-0.06360404795751917,2011-05-02,2011-10-03,2011-08-05,-0.07345544474642585,108.0,0.8480565900238234,P0
P0 MKT,C_80,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,C_80,K1995_99_bull,1.0879934794011157,,-0.09614188058109974,,,calm_controls,0.9905934276980743,1999-07-16,1999-10-15,1999-08-10,-0.05782947276578154,65.0,0.6463854748877794,P0
P0 MKT,C_80,K2013_14_bull,1.2608947655248068,,-0.044339672095887406,,,calm_controls,0.23531818569392504,2014-01-15,2014-02-03,,-0.044339672095887406,13.0,0.7830538532057125,P0
P0 MKT,C_80,A_bull_2021,1.006047849219967,,-0.04961891887093661,,,calm_controls,0.09472315435268008,2021-09-02,2021-10-04,,-0.04961891887093661,22.0,1.0,P0
P0 MKT,C_80,D_recent_2025plus,0.5494927367979465,,-0.07494527665935025,,,calm_controls,0.1400048610788962,2026-01-12,2026-03-30,,-0.07494527665935025,54.0,0.9612647846374331,P0
P0 MKT,buy_hold,FULL,0.4864860478078328,0.6651653976718863,-0.6547891063332446,0.0,,,,,,,,,,P0
P0 MKT,buy_hold,E_bear_2018q4,-0.39886980097777225,,-0.20446131952210556,,,modern_folds,-0.03520894824313259,2018-09-20,2018-12-24,,-0.20446131952210556,66.0,1.0,P0
P0 MKT,buy_hold,X_2020_covid,0.8217686448013993,,-0.34216280934892906,,,modern_folds,0.24075629356217743,2020-02-19,2020-03-23,,-0.34216280934892906,24.0,1.0,P0
P0 MKT,buy_hold,B_bear_2022,-0.8072701695819832,,-0.25449072389442295,,,modern_folds,-0.19955554850414636,2022-01-03,2022-10-14,,-0.25449072389442295,198.0,1.0,P0
P0 MKT,buy_hold,E1973_oil_bear,-1.7657518863347808,,-0.4815948240000787,,,market_factor_A0_calendar,-0.4161731093790002,1973-01-11,1974-10-03,,-0.4815948240000787,437.0,1.0,P0
P0 MKT,buy_hold,E1987_crash,-0.964906054069896,,-0.3311424555262713,,,market_factor_A0_calendar,-0.18292992676970443,1987-08-25,1987-12-04,,-0.3311424555262713,72.0,1.0,P0
P0 MKT,buy_hold,E1990_recession,0.14117432221966128,,-0.20795377547096017,,,market_factor_A0_calendar,0.0688323213357327,1990-07-16,1990-10-11,,-0.20795377547096017,63.0,1.0,P0
P0 MKT,buy_hold,E1997_asia,0.8938657774443861,,-0.09915415450873999,,,market_factor_A0_calendar,0.12179254574211273,1997-10-07,1997-10-27,,-0.09915415450873999,15.0,1.0,P0
P0 MKT,buy_hold,E1998_ltcm,0.5031816365443541,,-0.21919900622835453,,,market_factor_A0_calendar,0.07357763613715718,1998-07-17,1998-10-08,,-0.21919900622835453,59.0,1.0,P0
P0 MKT,buy_hold,E2000_02_dotcom,-0.7094852166109467,,-0.49225604938802137,,,market_factor_A0_calendar,-0.36617091507350064,2000-03-24,2002-10-09,,-0.49225604938802137,638.0,1.0,P0
P0 MKT,buy_hold,E2007_09_gfc,-0.5536591843744181,,-0.5456553593385387,,,market_factor_A0_calendar,-0.3549696209582007,2007-10-09,2009-03-09,,-0.5456553593385387,356.0,1.0,P0
P0 MKT,buy_hold,E2011_eu_us,-0.29184440622734364,,-0.20084582901465742,,,market_factor_A0_calendar,-0.07880665551722632,2011-05-02,2011-10-03,,-0.20084582901465742,108.0,1.0,P0
P0 MKT,buy_hold,E2015_16_china,-0.08760615346229954,,-0.15527445300139786,,,market_factor_A0_calendar,-0.025770844832090134,2015-06-23,2016-02-11,,-0.15527445300139786,162.0,1.0,P0
P0 MKT,buy_hold,K1995_99_bull,1.3657583114057847,,-0.2191990062283551,,,calm_controls,2.398112202880352,1998-07-17,1998-10-08,,-0.2191990062283551,59.0,1.0,P0
P0 MKT,buy_hold,K2013_14_bull,1.8252436123021951,,-0.07750780468545981,,,calm_controls,0.5087578237008581,2014-09-18,2014-10-15,,-0.07750780468545981,20.0,1.0,P0
P0 MKT,buy_hold,A_bull_2021,1.598235839603187,,-0.054922582069259374,,,calm_controls,0.2384275475481441,2021-02-12,2021-03-04,,-0.054922582069259374,14.0,1.0,P0
P0 MKT,buy_hold,D_recent_2025plus,0.8356674544123726,,-0.19557597035866303,,,calm_controls,0.30194626995606244,2025-02-19,2025-04-08,,-0.19557597035866303,35.0,1.0,P0
P0 MKT,D_shock,FULL,0.6090087571601369,1.322543322096201,-0.2653906559935364,3.248814411829653,,,,,,,,,,P0
P0 MKT,D_shock,E_bear_2018q4,-2.0039441584945688,,-0.06197453399581865,,,modern_folds,-0.04517661891047264,2018-09-20,2018-10-11,2018-10-11,-0.06197453399581865,16.0,1.0,P0
P0 MKT,D_shock,X_2020_covid,1.2548147965011562,,-0.06170368307117868,,,modern_folds,0.09592583034802038,2020-02-19,2020-02-28,2020-02-25,-0.049370265532895696,8.0,0.8472473970186437,P0
P0 MKT,D_shock,B_bear_2022,-2.1536260324606302,,-0.060229648353214094,,,modern_folds,-0.046142601908555236,2022-01-03,2022-08-24,2022-01-20,-0.04132539028508375,162.0,0.5398525380613541,P0
P0 MKT,D_shock,E1973_oil_bear,-1.9165370400446016,,-0.11580341132620231,,,market_factor_A0_calendar,-0.018293164040985244,1973-01-11,1973-11-07,1973-03-23,-0.11253756667842119,209.0,1.0,P0
P0 MKT,D_shock,E1987_crash,-0.6242441629408162,,-0.06139283765887882,,,market_factor_A0_calendar,0.004397020580227284,1987-08-25,1987-10-13,1987-09-21,-0.05341560040762228,35.0,0.8620315890779868,P0
P0 MKT,D_shock,E1990_recession,0.09764324854939462,,-0.03576539262682721,,,market_factor_A0_calendar,0.06371655242543595,1990-07-16,1990-07-27,,-0.03576539262682721,10.0,0.8494312885800077,P0
P0 MKT,D_shock,E1997_asia,0.11333287698020272,,-0.07137005571178223,,,market_factor_A0_calendar,0.03391457630938066,1997-10-07,1997-11-12,1997-10-28,-0.0704397198003236,27.0,0.6988347731516081,P0
P0 MKT,D_shock,E1998_ltcm,-0.11258085685269793,,-0.07870826999375069,,,market_factor_A0_calendar,0.01782558795722422,1998-07-17,1998-08-05,1998-08-05,-0.07870826999375069,14.0,0.7306490263121221,P0
P0 MKT,D_shock,E2000_02_dotcom,-0.7073626800980651,,-0.03010624145117835,,,market_factor_A0_calendar,0.07930241579013408,2000-07-03,2000-07-27,2000-07-07,-0.006800686721731286,18.0,0.42455999175653913,P0
P0 MKT,D_shock,E2007_09_gfc,-0.32074741500009324,,-0.0855485734775463,,,market_factor_A0_calendar,-0.0066214996659770264,2007-10-09,2008-01-22,,-0.0855485734775463,72.0,0.6139776556004788,P0
P0 MKT,D_shock,E2011_eu_us,-0.888141508526642,,-0.10464843122621281,,,market_factor_A0_calendar,-0.06417031138864049,2011-07-07,2011-10-03,2011-08-05,-0.07873699799231981,62.0,0.7330766782351138,P0
P0 MKT,D_shock,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,D_shock,K1995_99_bull,0.9908392921730877,,-0.10321033558536297,,,calm_controls,0.9414311166953753,1999-07-16,1999-10-15,1999-08-10,-0.061904514262705934,65.0,0.6785500668650531,P0
P0 MKT,D_shock,K2013_14_bull,1.3301211984608203,,-0.051034953781127324,,,calm_controls,0.2656223905855315,2014-01-15,2014-02-03,2014-01-27,-0.03328083796047698,13.0,1.0,P0
P0 MKT,D_shock,A_bull_2021,1.2208339508385966,,-0.053991020451896854,,,calm_controls,0.11773511015510696,2021-09-02,2021-10-04,2021-09-21,-0.039934460091731405,22.0,0.9699880082166998,P0
P0 MKT,D_shock,D_recent_2025plus,0.4746090696753619,,-0.08251570930282115,,,calm_controls,0.13168917291718918,2026-01-12,2026-03-30,2026-01-21,-0.024842891369829645,54.0,0.925975637615611,P0
P0 MKT,D_shock_on_C_85,FULL,0.6013345257231205,1.3602792973186404,-0.24794802328455845,3.976284878718257,,,,,,,,,,P0
P0 MKT,D_shock_on_C_85,E_bear_2018q4,-2.0015242366061345,,-0.06002820720206559,,,modern_folds,-0.043619183973343856,2018-09-20,2018-10-11,2018-10-11,-0.06002820720206559,16.0,1.0,P0
P0 MKT,D_shock_on_C_85,X_2020_covid,1.2452156916845158,,-0.05632966164249775,,,modern_folds,0.09270005955032912,2020-02-19,2020-02-28,2020-02-25,-0.04720517165365645,8.0,0.8481193328227359,P0
P0 MKT,D_shock_on_C_85,B_bear_2022,-2.1478930089159083,,-0.057602675523303004,,,modern_folds,-0.04307227067554453,2022-01-03,2022-08-24,2022-01-20,-0.03864557372348043,162.0,0.5987391862427112,P0
P0 MKT,D_shock_on_C_85,E1973_oil_bear,-1.9051923083122186,,-0.11095526390289712,,,market_factor_A0_calendar,-0.012910357176352916,1973-01-11,1973-11-07,1973-03-23,-0.10644209381648395,209.0,1.0,P0
P0 MKT,D_shock_on_C_85,E1987_crash,-0.5275445592032071,,-0.053114458234513995,,,market_factor_A0_calendar,0.009589167428436296,1987-08-25,1987-10-13,1987-09-21,-0.04365450153702366,35.0,0.7087696076262086,P0
P0 MKT,D_shock_on_C_85,E1990_recession,0.04570194449583074,,-0.040216161551961616,,,market_factor_A0_calendar,0.0611192905574347,1990-07-16,1990-07-27,,-0.040216161551961616,10.0,0.953044882623601,P0
P0 MKT,D_shock_on_C_85,E1997_asia,0.2501954968156041,,-0.0666602870108377,,,market_factor_A0_calendar,0.0424155521445686,1997-10-07,1997-11-12,1997-10-28,-0.06396578198217451,27.0,0.7957997377552427,P0
P0 MKT,D_shock_on_C_85,E1998_ltcm,0.08320175787292534,,-0.07200136380455546,,,market_factor_A0_calendar,0.025441722584003124,1998-07-17,1998-08-05,1998-08-05,-0.07200136380455546,14.0,0.7356449324429927,P0
P0 MKT,D_shock_on_C_85,E2000_02_dotcom,-0.6550356751365843,,-0.03010624145117835,,,market_factor_A0_calendar,0.0818543445725628,2000-07-03,2000-07-27,2000-07-07,-0.006800686721731286,18.0,0.42455999175653913,P0
P0 MKT,D_shock_on_C_85,E2007_09_gfc,-0.34846194914702733,,-0.08198471952455,,,market_factor_A0_calendar,-0.006957646722915989,2007-10-09,2008-01-22,,-0.08198471952455,72.0,0.5979782737903084,P0
P0 MKT,D_shock_on_C_85,E2011_eu_us,-0.758729487707022,,-0.09714235376937785,,,market_factor_A0_calendar,-0.05198035935627854,2011-07-07,2011-10-03,2011-08-05,-0.06707112014608652,62.0,0.5952377078292457,P0
P0 MKT,D_shock_on_C_85,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,D_shock_on_C_85,K1995_99_bull,1.0239434058886139,,-0.0968897285278072,,,calm_controls,0.939799207264064,1999-07-16,1999-10-15,1999-08-10,-0.0588182688637251,65.0,0.6463854748877794,P0
P0 MKT,D_shock_on_C_85,K2013_14_bull,1.2531972568032554,,-0.04802343433038647,,,calm_controls,0.23616402596775754,2014-01-22,2014-02-03,2014-01-27,-0.0326420848940252,9.0,0.9983295779715031,P0
P0 MKT,D_shock_on_C_85,A_bull_2021,1.071015209405909,,-0.056464050765688834,,,calm_controls,0.09944939575294232,2021-09-02,2021-10-04,2021-09-21,-0.040287834666376754,22.0,1.0,P0
P0 MKT,D_shock_on_C_85,D_recent_2025plus,0.4257511176992503,,-0.08331764623560467,,,calm_controls,0.12202105419132825,2026-01-12,2026-03-30,2026-01-21,-0.024190795418409516,54.0,0.9612647846374331,P0
P0 MKT,D_shock_on_C_80,FULL,0.590013144378456,1.3835654649158415,-0.24343446678714742,4.642863909178467,,,,,,,,,,P0
P0 MKT,D_shock_on_C_80,E_bear_2018q4,-1.9997199710255271,,-0.05972285080622419,,,modern_folds,-0.043327689524169544,2018-09-20,2018-10-19,2018-10-11,-0.05952048217239203,22.0,1.0,P0
P0 MKT,D_shock_on_C_80,X_2020_covid,1.1592845267117464,,-0.058407127511574064,,,modern_folds,0.08657469336642754,2020-02-19,2020-02-28,2020-02-25,-0.05007934078615883,8.0,0.7868473900150067,P0
P0 MKT,D_shock_on_C_80,B_bear_2022,-2.105029218282248,,-0.05770062606975357,,,modern_folds,-0.04312759075744832,2022-01-03,2022-08-24,2022-01-20,-0.03874549462620469,162.0,0.6166058147529548,P0
P0 MKT,D_shock_on_C_80,E1973_oil_bear,-1.9680079558981813,,-0.11249063063161047,,,market_factor_A0_calendar,-0.014615045966820173,1973-01-11,1973-11-07,1973-03-23,-0.11059320509497184,209.0,1.0,P0
P0 MKT,D_shock_on_C_80,E1987_crash,-0.5038584117446043,,-0.04925917021457238,,,market_factor_A0_calendar,0.010594398894357537,1987-08-25,1987-10-13,1987-09-21,-0.04203110398219312,35.0,0.7371581333240672,P0
P0 MKT,D_shock_on_C_80,E1990_recession,0.033499366243593426,,-0.0378460425791356,,,market_factor_A0_calendar,0.06052030091316407,1990-07-16,1990-07-27,,-0.0378460425791356,10.0,0.8967460535258945,P0
P0 MKT,D_shock_on_C_80,E1997_asia,0.20704436663549672,,-0.06529902510004437,,,market_factor_A0_calendar,0.039620404476523596,1997-10-07,1997-11-12,1997-10-28,-0.06120058540592843,27.0,0.740095990625788,P0
P0 MKT,D_shock_on_C_80,E1998_ltcm,0.23464191148233907,,-0.06677443440066244,,,market_factor_A0_calendar,0.03089765772645392,1998-07-17,1998-08-05,1998-08-05,-0.06677443440066244,14.0,0.8537673994712349,P0
P0 MKT,D_shock_on_C_80,E2000_02_dotcom,-0.7069642805313677,,-0.030106241451178684,,,market_factor_A0_calendar,0.07938270769085554,2000-07-03,2000-07-27,2000-07-07,-0.006800686721731397,18.0,0.42455999175653913,P0
P0 MKT,D_shock_on_C_80,E2007_09_gfc,-0.3340916275218741,,-0.07906323740822196,,,market_factor_A0_calendar,-0.005074307147918011,2007-10-09,2008-01-22,,-0.07906323740822196,72.0,0.6139776556004788,P0
P0 MKT,D_shock_on_C_80,E2011_eu_us,-0.7356826378721586,,-0.09055204353541335,,,market_factor_A0_calendar,-0.04983060400239758,2011-07-07,2011-10-03,2011-08-05,-0.06882969581690945,62.0,0.5803319226810982,P0
P0 MKT,D_shock_on_C_80,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,D_shock_on_C_80,K1995_99_bull,1.0419904469498038,,-0.09614188058109963,,,calm_controls,0.9469384800170115,1999-07-16,1999-10-15,1999-08-10,-0.05782947276578165,65.0,0.6463854748877794,P0
P0 MKT,D_shock_on_C_80,K2013_14_bull,1.23990443463348,,-0.04551574006932657,,,calm_controls,0.2296353881627542,2014-01-15,2014-02-03,2014-01-27,-0.030454390123164976,13.0,0.7830538532057125,P0
P0 MKT,D_shock_on_C_80,A_bull_2021,0.9729251012479838,,-0.05642868771381715,,,calm_controls,0.08800523210806355,2021-09-02,2021-10-04,2021-09-21,-0.04032244091845483,22.0,1.0,P0
P0 MKT,D_shock_on_C_80,D_recent_2025plus,0.4513137323051,,-0.08018439984662462,,,calm_controls,0.12546176024049105,2026-01-12,2026-03-30,2026-01-21,-0.024190795418409627,54.0,0.9612647846374331,P0
P1 SPY,incumbent,FULL,0.5601905849574929,1.5078832448133084,-0.11175579417970649,2.3255470874651722,0.0157489135808187,,,,,,,,,P1
P1 SPY,incumbent,E_bear_2018q4,-1.582510611320116,,-0.06303971690596899,,,modern_folds,-0.03700135378022129,2018-09-20,2018-10-11,,-0.06303971690596899,16.0,1.0,P1
P1 SPY,incumbent,X_2020_covid,0.8345546984543809,,-0.0806917317689062,,,modern_folds,0.0713461927188006,2020-02-19,2020-02-28,2020-02-28,-0.0806917317689062,8.0,0.8426847986603313,P1
P1 SPY,incumbent,B_bear_2022,-2.2532504114152827,,-0.0804431637016031,,,modern_folds,-0.06743775582192502,2022-01-03,2022-08-30,2022-01-26,-0.06228967988497014,166.0,0.5954298883283082,P1
P1 SPY,incumbent,E2000_02_dotcom,-0.6208908493596865,,-0.00709521586685069,,,market_factor_A0_calendar,0.10834649977743105,2000-03-29,2000-03-31,,-0.00709521586685069,3.0,0.0,P1
P1 SPY,incumbent,E2007_09_gfc,-0.6739389629809593,,-0.09347710152734479,,,market_factor_A0_calendar,-0.04266079213280993,2007-10-09,2008-03-10,2008-02-21,-0.09176527983442817,105.0,0.6499506812395854,P1
P1 SPY,incumbent,E2011_eu_us,-0.9464773022516008,,-0.11056782739538507,,,market_factor_A0_calendar,-0.07112501335273014,2011-05-02,2011-10-03,2011-08-05,-0.08039445976079063,108.0,0.8705074715411538,P1
P1 SPY,incumbent,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 SPY,incumbent,K2013_14_bull,1.3151394416700886,,-0.06158010805521208,,,calm_controls,0.2681717162794768,2014-09-18,2014-10-16,,-0.06158010805521208,21.0,1.0,P1
P1 SPY,incumbent,A_bull_2021,1.707965985428044,,-0.045972604264163164,,,calm_controls,0.18276189624528016,2021-09-02,2021-09-30,,-0.045972604264163164,20.0,1.0,P1
P1 SPY,incumbent,D_recent_2025plus,0.5585255386100925,,-0.07659235852376511,,,calm_controls,0.1628261998604814,2026-01-12,2026-03-31,2026-03-31,-0.07659235852376511,55.0,0.9672243493326175,P1
P1 SPY,C_85,FULL,0.5438057359043763,1.565607180194258,-0.10478695641786362,3.433469600242594,0.01406329868042448,,,,,,,,,P1
P1 SPY,C_85,E_bear_2018q4,-1.6029860708746269,,-0.058311603983729365,,,modern_folds,-0.033635193517305706,2018-09-20,2018-10-11,2018-10-11,-0.058311603983729365,16.0,1.0,P1
P1 SPY,C_85,X_2020_covid,0.8106987676450415,,-0.06951187706416873,,,modern_folds,0.06537641107685999,2020-02-19,2020-02-28,2020-02-26,-0.05362471715566697,8.0,0.8398259592151763,P1
P1 SPY,C_85,B_bear_2022,-2.209768699558637,,-0.07921874909022442,,,modern_folds,-0.06632355306607374,2022-01-03,2022-08-30,2022-01-26,-0.061708821143189985,166.0,0.5717832574462721,P1
P1 SPY,C_85,E2000_02_dotcom,-0.6208908493596865,,-0.00709521586685069,,,market_factor_A0_calendar,0.10834649977743105,2000-03-29,2000-03-31,,-0.00709521586685069,3.0,0.0,P1
